dataset,method,fraction_kept,insertion,deletion
diabetes,MI(label),0.875,0.09106032503671069,-0.7309114842732363
diabetes,MI(label),1.0,0.13671404461276837,-0.9905188605329662
diabetes,Surrogate-LR,0.0,-0.427380775257733,0.024840443858604067
diabetes,Surrogate-LR,0.125,-0.427380775257733,0.024840443858604067
diabetes,Surrogate-LR,0.25,-0.12377228536361717,9.642756939332031e-05
diabetes,Surrogate-LR,0.375,0.0367539260154659,-0.21864704606148333
diabetes,Surrogate-LR,0.5,0.021125571943009902,-0.16263808376587074
diabetes,Surrogate-LR,0.625,0.01489660642878976,-0.24586908035384858
diabetes,Surrogate-LR,0.75,0.06413127253602935,-0.2826755506356349
diabetes,Surrogate-LR,0.875,0.0638329012989014,-0.3607043652653539
diabetes,Surrogate-LR,1.0,0.13671404461276837,-0.9905188605329662
iris,ExCIR,0.0,0.6,0.6666666666666666
iris,ExCIR,0.125,0.6,0.6666666666666666
iris,ExCIR,0.25,0.6,0.6666666666666666
iris,ExCIR,0.375,0.6,0.6666666666666666
iris,ExCIR,0.5,0.9333333333333333,0.3333333333333333
iris,ExCIR,0.625,0.9333333333333333,0.3333333333333333
iris,ExCIR,0.75,0.9333333333333333,0.3333333333333333
iris,ExCIR,0.875,0.9333333333333333,0.3333333333333333
iris,ExCIR,1.0,0.9333333333333333,0.3333333333333333
iris,TreeGain,0.0,0.6666666666666666,0.6
iris,TreeGain,0.125,0.6666666666666666,0.6
iris,TreeGain,0.25,0.6666666666666666,0.6
iris,TreeGain,0.375,0.6666666666666666,0.6
iris,TreeGain,0.5,0.9333333333333333,0.3333333333333333
iris,TreeGain,0.625,0.9333333333333333,0.3333333333333333
iris,TreeGain,0.75,0.9333333333333333,0.3333333333333333
iris,TreeGain,0.875,0.9333333333333333,0.3333333333333333
iris,TreeGain,1.0,0.9333333333333333,0.3333333333333333
iris,PDP-var,0.0,0.6666666666666666,0.6
iris,PDP-var,0.125,0.6666666666666666,0.6
iris,PDP-var,0.25,0.6666666666666666,0.6
iris,PDP-var,0.375,0.6666666666666666,0.6
iris,PDP-var,0.5,0.9333333333333333,0.3333333333333333
iris,PDP-var,0.625,0.9333333333333333,0.3333333333333333
iris,PDP-var,0.75,0.9333333333333333,0.3333333333333333
iris,PDP-var,0.875,0.9333333333333333,0.3333333333333333
iris,PDP-var,1.0,0.9333333333333333,0.3333333333333333
iris,MI(pred),0.0,0.6,0.6666666666666666
iris,MI(pred),0.125,0.6,0.6666666666666666
iris,MI(pred),0.25,0.6,0.6666666666666666
iris,MI(pred),0.375,0.6,0.6666666666666666
iris,MI(pred),0.5,0.9333333333333333,0.3333333333333333
iris,MI(pred),0.625,0.9333333333333333,0.3333333333333333
iris,MI(pred),0.75,0.9333333333333333,0.3333333333333333
iris,MI(pred),0.875,0.9333333333333333,0.3333333333333333
iris,MI(pred),1.0,0.9333333333333333,0.3333333333333333
iris,MI(label),0.0,0.6,0.6666666666666666
iris,MI(label),0.125,0.6,0.6666666666666666
iris,MI(label),0.25,0.6,0.6666666666666666
iris,MI(label),0.375,0.6,0.6666666666666666
iris,MI(label),0.5,0.9333333333333333,0.3333333333333333
iris,MI(label),0.625,0.9333333333333333,0.3333333333333333
iris,MI(label),0.75,0.9333333333333333,0.3333333333333333
iris,MI(label),0.875,0.9333333333333333,0.3333333333333333
iris,MI(label),1.0,0.9333333333333333,0.3333333333333333
iris,Surrogate-LR,0.0,0.3333333333333333,0.9333333333333333
iris,Surrogate-LR,0.125,0.3333333333333333,0.9333333333333333
iris,Surrogate-LR,0.25,0.3333333333333333,0.9333333333333333
iris,Surrogate-LR,0.375,0.3333333333333333,0.9333333333333333
iris,Surrogate-LR,0.5,0.5,0.6666666666666666
iris,Surrogate-LR,0.625,0.5,0.6666666666666666
iris,Surrogate-LR,0.75,0.9333333333333333,0.3333333333333333
iris,Surrogate-LR,0.875,0.9333333333333333,0.3333333333333333
iris,Surrogate-LR,1.0,0.9333333333333333,0.3333333333333333
wine,ExCIR,0.0,0.3333333333333333,0.9722222222222222
wine,ExCIR,0.125,0.3333333333333333,0.9722222222222222
wine,ExCIR,0.25,0.3333333333333333,0.9722222222222222
wine,ExCIR,0.375,0.3333333333333333,0.9722222222222222
wine,ExCIR,0.5,0.5833333333333334,0.7222222222222222
wine,ExCIR,0.625,0.6666666666666666,0.7222222222222222
wine,ExCIR,0.75,0.6944444444444444,0.7222222222222222
wine,ExCIR,0.875,0.8888888888888888,0.6666666666666666
wine,ExCIR,1.0,0.9722222222222222,0.3333333333333333
wine,TreeGain,0.0,0.5833333333333334,0.7777777777777778
wine,TreeGain,0.125,0.5833333333333334,0.7777777777777778
wine,TreeGain,0.25,0.9444444444444444,0.7222222222222222
wine,TreeGain,0.375,0.9722222222222222,0.7222222222222222
wine,TreeGain,0.5,0.9722222222222222,0.6944444444444444
wine,TreeGain,0.625,0.9722222222222222,0.3333333333333333
wine,TreeGain,0.75,0.9722222222222222,0.3333333333333333
wine,TreeGain,0.875,0.9722222222222222,0.3333333333333333
wine,TreeGain,1.0,0.9722222222222222,0.3333333333333333
wine,PDP-var,0.0,0.5833333333333334,0.7777777777777778
wine,PDP-var,0.125,0.5833333333333334,0.7777777777777778
wine,PDP-var,0.25,0.9444444444444444,0.7222222222222222
wine,PDP-var,0.375,0.9722222222222222,0.5555555555555556
wine,PDP-var,0.5,0.9722222222222222,0.4444444444444444
wine,PDP-var,0.625,0.9722222222222222,0.3333333333333333
wine,PDP-var,0.75,0.9722222222222222,0.3333333333333333
wine,PDP-var,0.875,0.9722222222222222,0.3333333333333333
wine,PDP-var,1.0,0.9722222222222222,0.3333333333333333
wine,MI(pred),0.0,0.6111111111111112,0.8888888888888888
wine,MI(pred),0.125,0.6111111111111112,0.8888888888888888
wine,MI(pred),0.25,0.7222222222222222,0.6944444444444444
wine,MI(pred),0.375,0.7222222222222222,0.6666666666666666
wine,MI(pred),0.5,0.9722222222222222,0.5
wine,MI(pred),0.625,0.9722222222222222,0.3333333333333333
wine,MI(pred),0.75,0.9722222222222222,0.3333333333333333
wine,MI(pred),0.875,0.9722222222222222,0.3333333333333333
wine,MI(pred),1.0,0.9722222222222222,0.3333333333333333
wine,MI(label),0.0,0.5833333333333334,0.7777777777777778
wine,MI(label),0.125,0.5833333333333334,0.7777777777777778
wine,MI(label),0.25,0.9444444444444444,0.7222222222222222
wine,MI(label),0.375,0.9444444444444444,0.7222222222222222
wine,MI(label),0.5,0.9722222222222222,0.7222222222222222
wine,MI(label),0.625,0.9722222222222222,0.3333333333333333
wine,MI(label),0.75,0.9722222222222222,0.3333333333333333
wine,MI(label),0.875,0.9722222222222222,0.3333333333333333
wine,MI(label),1.0,0.9722222222222222,0.3333333333333333
wine,Surrogate-LR,0.0,0.6944444444444444,0.9722222222222222
wine,Surrogate-LR,0.125,0.6944444444444444,0.9722222222222222
wine,Surrogate-LR,0.25,0.6944444444444444,0.8888888888888888
wine,Surrogate-LR,0.375,0.7222222222222222,0.6944444444444444
wine,Surrogate-LR,0.5,0.9722222222222222,0.3888888888888889
wine,Surrogate-LR,0.625,0.9722222222222222,0.3888888888888889
wine,Surrogate-LR,0.75,0.9722222222222222,0.3888888888888889
wine,Surrogate-LR,0.875,0.9722222222222222,0.4166666666666667
wine,Surrogate-LR,1.0,0.9722222222222222,0.3333333333333333
synthetic_clf,ExCIR,0.0,0.5016666666666667,0.9366666666666666
synthetic_clf,ExCIR,0.125,0.65,0.8633333333333333
synthetic_clf,ExCIR,0.25,0.675,0.8283333333333334
synthetic_clf,ExCIR,0.375,0.7033333333333334,0.8033333333333333
synthetic_clf,ExCIR,0.5,0.6983333333333334,0.7533333333333333
synthetic_clf,ExCIR,0.625,0.7216666666666667,0.7366666666666667
synthetic_clf,ExCIR,0.75,0.7533333333333333,0.7183333333333334
synthetic_clf,ExCIR,0.875,0.845,0.66
synthetic_clf,ExCIR,1.0,0.94,0.5016666666666667
synthetic_clf,TreeGain,0.0,0.6266666666666667,0.9266666666666666
synthetic_clf,TreeGain,0.125,0.725,0.68
synthetic_clf,TreeGain,0.25,0.8516666666666667,0.6616666666666666
synthetic_clf,TreeGain,0.375,0.9083333333333333,0.5266666666666666
synthetic_clf,TreeGain,0.5,0.93,0.5016666666666667
synthetic_clf,TreeGain,0.625,0.9366666666666666,0.49833333333333335
synthetic_clf,TreeGain,0.75,0.9383333333333334,0.5016666666666667
synthetic_clf,TreeGain,0.875,0.94,0.5016666666666667
synthetic_clf,TreeGain,1.0,0.94,0.5016666666666667
synthetic_clf,PDP-var,0.0,0.6166666666666667,0.8733333333333333
synthetic_clf,PDP-var,0.125,0.7666666666666667,0.6766666666666666
synthetic_clf,PDP-var,0.25,0.8583333333333333,0.5483333333333333
synthetic_clf,PDP-var,0.375,0.925,0.5066666666666667
synthetic_clf,PDP-var,0.5,0.9283333333333333,0.5033333333333333
synthetic_clf,PDP-var,0.625,0.9366666666666666,0.5066666666666667
synthetic_clf,PDP-var,0.75,0.9383333333333334,0.5016666666666667
synthetic_clf,PDP-var,0.875,0.94,0.5016666666666667
synthetic_clf,PDP-var,1.0,0.94,0.5016666666666667
synthetic_clf,MI(pred),0.0,0.6266666666666667,0.9266666666666666
synthetic_clf,MI(pred),0.125,0.705,0.88
synthetic_clf,MI(pred),0.25,0.6983333333333334,0.7566666666666667
synthetic_clf,MI(pred),0.375,0.7283333333333334,0.73
synthetic_clf,MI(pred),0.5,0.8516666666666667,0.67
synthetic_clf,MI(pred),0.625,0.8583333333333333,0.5983333333333334
synthetic_clf,MI(pred),0.75,0.875,0.58
synthetic_clf,MI(pred),0.875,0.875,0.59
synthetic_clf,MI(pred),1.0,0.94,0.5016666666666667
synthetic_clf,MI(label),0.0,0.6266666666666667,0.9266666666666666
synthetic_clf,MI(label),0.125,0.705,0.88
synthetic_clf,MI(label),0.25,0.6983333333333334,0.7566666666666667
synthetic_clf,MI(label),0.375,0.7133333333333334,0.7433333333333333
synthetic_clf,MI(label),0.5,0.8233333333333334,0.635
synthetic_clf,MI(label),0.625,0.8583333333333333,0.5983333333333334
synthetic_clf,MI(label),0.75,0.85,0.5916666666666667
synthetic_clf,MI(label),0.875,0.875,0.59
synthetic_clf,MI(label),1.0,0.94,0.5016666666666667
synthetic_clf,Surrogate-LR,0.0,0.5016666666666667,0.94
synthetic_clf,Surrogate-LR,0.125,0.6633333333333333,0.7483333333333333
synthetic_clf,Surrogate-LR,0.25,0.7533333333333333,0.7283333333333334
synthetic_clf,Surrogate-LR,0.375,0.8033333333333333,0.5733333333333334
synthetic_clf,Surrogate-LR,0.5,0.8683333333333333,0.5883333333333334
synthetic_clf,Surrogate-LR,0.625,0.9083333333333333,0.575
synthetic_clf,Surrogate-LR,0.75,0.9216666666666666,0.5933333333333334
synthetic_clf,Surrogate-LR,0.875,0.9333333333333333,0.5016666666666667
synthetic_clf,Surrogate-LR,1.0,0.94,0.5016666666666667
synthetic_reg,ExCIR,0.0,0.1708802440955054,0.6792139526947103
synthetic_reg,ExCIR,0.125,0.6262063380097602,0.20479003745576285
synthetic_reg,ExCIR,0.25,0.8779233250356413,0.0023444049494947272
synthetic_reg,ExCIR,0.375,0.8831506228937471,-0.013843027273553687
synthetic_reg,ExCIR,0.5,0.8801595751349764,-0.014793112616639847
synthetic_reg,ExCIR,0.625,0.879226286619017,-0.016896125810130558
synthetic_reg,ExCIR,0.75,0.8786565141836948,-0.01524816096694881
synthetic_reg,ExCIR,0.875,0.8760634975235818,-0.01564511776653621
synthetic_reg,ExCIR,1.0,0.8741807275111027,-0.01639318088134778
synthetic_reg,TreeGain,0.0,0.1708802440955054,0.6792139526947103
synthetic_reg,TreeGain,0.125,0.6924813387391503,0.16771934350256312
synthetic_reg,TreeGain,0.25,0.8845974296442873,-0.012467170028133578
synthetic_reg,TreeGain,0.375,0.8804881049319558,-0.01261431804873303
synthetic_reg,TreeGain,0.5,0.8782802658087494,-0.014107408844340696
synthetic_reg,TreeGain,0.625,0.8779078180438097,-0.01629975827341812
synthetic_reg,TreeGain,0.75,0.8761640154595756,-0.01844839426254752
synthetic_reg,TreeGain,0.875,0.8768175055424678,-0.018298835874978936
synthetic_reg,TreeGain,1.0,0.8741807275111027,-0.01639318088134778
synthetic_reg,PDP-var,0.0,0.1708802440955054,0.6792139526947103
synthetic_reg,PDP-var,0.125,0.6924813387391503,0.16771934350256312
synthetic_reg,PDP-var,0.25,0.8845974296442873,-0.012467170028133578
synthetic_reg,PDP-var,0.375,0.8806917949703102,-0.011773211346871593
synthetic_reg,PDP-var,0.5,0.880461527000025,-0.014909842735268963
synthetic_reg,PDP-var,0.625,0.8774005525442746,-0.017902784078734912
synthetic_reg,PDP-var,0.75,0.8762766206915278,-0.016721842324248337
synthetic_reg,PDP-var,0.875,0.8766871395106766,-0.014731088152793337
synthetic_reg,PDP-var,1.0,0.8741807275111027,-0.01639318088134778
synthetic_reg,MI(pred),0.0,0.1708802440955054,0.6792139526947103
synthetic_reg,MI(pred),0.125,0.5310507376055381,0.3112070074241644
synthetic_reg,MI(pred),0.25,0.6369544046204528,0.1863582412419731
synthetic_reg,MI(pred),0.375,0.8740553235316528,0.003200186400252658
synthetic_reg,MI(pred),0.5,0.8713090844933339,0.0022051218902628955
synthetic_reg,MI(pred),0.625,0.8708412462669791,6.78657463922816e-05
synthetic_reg,MI(pred),0.75,0.8752295065373616,-0.015840117552398114
synthetic_reg,MI(pred),0.875,0.8741589566619722,-0.016570878671803957
synthetic_reg,MI(pred),1.0,0.8741807275111027,-0.01639318088134778
synthetic_reg,MI(label),0.0,0.1708802440955054,0.6792139526947103
synthetic_reg,MI(label),0.125,0.5728900335429192,0.2790254909093989
synthetic_reg,MI(label),0.25,0.6808567700179753,0.16266099279046997
synthetic_reg,MI(label),0.375,0.7821424106896075,0.10861890940381613
synthetic_reg,MI(label),0.5,0.8799284794478844,-0.014903729201557248
synthetic_reg,MI(label),0.625,0.8791848907387037,-0.016680331206388788
synthetic_reg,MI(label),0.75,0.8775171131469669,-0.016550982846978757
synthetic_reg,MI(label),0.875,0.8774868859756022,-0.015722741303879406
synthetic_reg,MI(label),1.0,0.8741807275111027,-0.01639318088134778
synthetic_reg,Surrogate-LR,0.0,0.1708802440955054,0.6792139526947103
synthetic_reg,Surrogate-LR,0.125,0.6924813387391503,0.16771934350256312
synthetic_reg,Surrogate-LR,0.25,0.8845974296442873,-0.012467170028133578
synthetic_reg,Surrogate-LR,0.375,0.8821971655373728,-0.01218066366648718
synthetic_reg,Surrogate-LR,0.5,0.8822213102539188,-0.011562756763054294
synthetic_reg,Surrogate-LR,0.625,0.8797082054230985,-0.01299515684259922
synthetic_reg,Surrogate-LR,0.75,0.8796150665820236,-0.015499031071477987
synthetic_reg,Surrogate-LR,0.875,0.8753795423090519,-0.015488018115289881
synthetic_reg,Surrogate-LR,1.0,0.8741807275111027,-0.01639318088134778
ecg_heartbeat,ExCIR,0.0,0.74,0.692
ecg_heartbeat,ExCIR,0.125,0.74,0.692
ecg_heartbeat,ExCIR,0.25,0.714,0.47
ecg_heartbeat,ExCIR,0.375,0.75,0.496
ecg_heartbeat,ExCIR,0.5,0.758,0.494
ecg_heartbeat,ExCIR,0.625,0.738,0.496
ecg_heartbeat,ExCIR,0.75,0.762,0.482
ecg_heartbeat,ExCIR,0.875,0.762,0.482
ecg_heartbeat,ExCIR,1.0,0.766,0.482
ecg_heartbeat,TreeGain,0.0,0.74,0.692
ecg_heartbeat,TreeGain,0.125,0.74,0.692
ecg_heartbeat,TreeGain,0.25,0.714,0.47
ecg_heartbeat,TreeGain,0.375,0.756,0.474
ecg_heartbeat,TreeGain,0.5,0.758,0.502
ecg_heartbeat,TreeGain,0.625,0.744,0.492
ecg_heartbeat,TreeGain,0.75,0.75,0.484
ecg_heartbeat,TreeGain,0.875,0.766,0.482
ecg_heartbeat,TreeGain,1.0,0.766,0.482
ecg_heartbeat,PDP-var,0.0,0.74,0.692
ecg_heartbeat,PDP-var,0.125,0.74,0.692
ecg_heartbeat,PDP-var,0.25,0.714,0.47
ecg_heartbeat,PDP-var,0.375,0.746,0.49
ecg_heartbeat,PDP-var,0.5,0.762,0.466
ecg_heartbeat,PDP-var,0.625,0.758,0.478
ecg_heartbeat,PDP-var,0.75,0.756,0.476
ecg_heartbeat,PDP-var,0.875,0.744,0.48
ecg_heartbeat,PDP-var,1.0,0.766,0.482
ecg_heartbeat,MI(pred),0.0,0.74,0.692
ecg_heartbeat,MI(pred),0.125,0.74,0.692
ecg_heartbeat,MI(pred),0.25,0.714,0.47
ecg_heartbeat,MI(pred),0.375,0.746,0.49
ecg_heartbeat,MI(pred),0.5,0.762,0.466
ecg_heartbeat,MI(pred),0.625,0.758,0.478
ecg_heartbeat,MI(pred),0.75,0.756,0.476
ecg_heartbeat,MI(pred),0.875,0.766,0.482
ecg_heartbeat,MI(pred),1.0,0.766,0.482
ecg_heartbeat,MI(label),0.0,0.74,0.692
ecg_heartbeat,MI(label),0.125,0.74,0.692
ecg_heartbeat,MI(label),0.25,0.714,0.47
ecg_heartbeat,MI(label),0.375,0.746,0.49
ecg_heartbeat,MI(label),0.5,0.758,0.502
ecg_heartbeat,MI(label),0.625,0.742,0.492
ecg_heartbeat,MI(label),0.75,0.756,0.496
ecg_heartbeat,MI(label),0.875,0.766,0.482
ecg_heartbeat,MI(label),1.0,0.766,0.482
ecg_heartbeat,Surrogate-LR,0.0,0.74,0.692
ecg_heartbeat,Surrogate-LR,0.125,0.74,0.692
ecg_heartbeat,Surrogate-LR,0.25,0.714,0.47
ecg_heartbeat,Surrogate-LR,0.375,0.72,0.446
ecg_heartbeat,Surrogate-LR,0.5,0.716,0.486
ecg_heartbeat,Surrogate-LR,0.625,0.73,0.472
ecg_heartbeat,Surrogate-LR,0.75,0.75,0.49
ecg_heartbeat,Surrogate-LR,0.875,0.746,0.502
ecg_heartbeat,Surrogate-LR,1.0,0.766,0.482
fashion_mnist_features,ExCIR,0.0,0.138,0.261
fashion_mnist_features,ExCIR,0.125,0.158,0.151
fashion_mnist_features,ExCIR,0.25,0.184,0.141
fashion_mnist_features,ExCIR,0.375,0.197,0.143
fashion_mnist_features,ExCIR,0.5,0.199,0.156
fashion_mnist_features,ExCIR,0.625,0.197,0.15
fashion_mnist_features,ExCIR,0.75,0.185,0.153
fashion_mnist_features,ExCIR,0.875,0.209,0.147
fashion_mnist_features,ExCIR,1.0,0.267,0.102
fashion_mnist_features,TreeGain,0.0,0.122,0.244
fashion_mnist_features,TreeGain,0.125,0.186,0.135
fashion_mnist_features,TreeGain,0.25,0.243,0.099
fashion_mnist_features,TreeGain,0.375,0.262,0.106
fashion_mnist_features,TreeGain,0.5,0.269,0.119
fashion_mnist_features,TreeGain,0.625,0.267,0.12
fashion_mnist_features,TreeGain,0.75,0.27,0.103
fashion_mnist_features,TreeGain,0.875,0.269,0.104
fashion_mnist_features,TreeGain,1.0,0.267,0.102
fashion_mnist_features,PDP-var,0.0,0.116,0.262
fashion_mnist_features,PDP-var,0.125,0.194,0.155
fashion_mnist_features,PDP-var,0.25,0.235,0.125
fashion_mnist_features,PDP-var,0.375,0.247,0.116
fashion_mnist_features,PDP-var,0.5,0.261,0.11
fashion_mnist_features,PDP-var,0.625,0.27,0.116
fashion_mnist_features,PDP-var,0.75,0.279,0.107
fashion_mnist_features,PDP-var,0.875,0.271,0.111
fashion_mnist_features,PDP-var,1.0,0.267,0.102
fashion_mnist_features,MI(pred),0.0,0.122,0.244
fashion_mnist_features,MI(pred),0.125,0.206,0.136
fashion_mnist_features,MI(pred),0.25,0.234,0.107
fashion_mnist_features,MI(pred),0.375,0.274,0.096
fashion_mnist_features,MI(pred),0.5,0.279,0.102
fashion_mnist_features,MI(pred),0.625,0.264,0.099
fashion_mnist_features,MI(pred),0.75,0.266,0.087
fashion_mnist_features,MI(pred),0.875,0.272,0.084
fashion_mnist_features,MI(pred),1.0,0.267,0.102
fashion_mnist_features,MI(label),0.0,0.122,0.244
fashion_mnist_features,MI(label),0.125,0.186,0.128
fashion_mnist_features,MI(label),0.25,0.258,0.107
fashion_mnist_features,MI(label),0.375,0.253,0.104
fashion_mnist_features,MI(label),0.5,0.275,0.09
fashion_mnist_features,MI(label),0.625,0.274,0.098
fashion_mnist_features,MI(label),0.75,0.266,0.09
fashion_mnist_features,MI(label),0.875,0.272,0.096
fashion_mnist_features,MI(label),1.0,0.267,0.102
fashion_mnist_features,Surrogate-LR,0.0,0.096,0.271
fashion_mnist_features,Surrogate-LR,0.125,0.081,0.265
fashion_mnist_features,Surrogate-LR,0.25,0.117,0.228
fashion_mnist_features,Surrogate-LR,0.375,0.129,0.191
fashion_mnist_features,Surrogate-LR,0.5,0.17,0.167
fashion_mnist_features,Surrogate-LR,0.625,0.219,0.145
fashion_mnist_features,Surrogate-LR,0.75,0.261,0.117
fashion_mnist_features,Surrogate-LR,0.875,0.27,0.099
fashion_mnist_features,Surrogate-LR,1.0,0.267,0.102
stock_technical,ExCIR,0.0,0.49125,0.50125
stock_technical,ExCIR,0.125,0.49125,0.50125
stock_technical,ExCIR,0.25,0.49125,0.50125
stock_technical,ExCIR,0.375,0.49125,0.50125
stock_technical,ExCIR,0.5,0.5575,0.46625
stock_technical,ExCIR,0.625,0.5175,0.48125
stock_technical,ExCIR,0.75,0.5175,0.48125
stock_technical,ExCIR,0.875,0.505,0.49125
stock_technical,ExCIR,1.0,0.50125,0.49125
stock_technical,TreeGain,0.0,0.5575,0.46625
stock_technical,TreeGain,0.125,0.5575,0.46625
stock_technical,TreeGain,0.25,0.5575,0.46625
stock_technical,TreeGain,0.375,0.5575,0.46625
stock_technical,TreeGain,0.5,0.5175,0.48125
stock_technical,TreeGain,0.625,0.505,0.49125
stock_technical,TreeGain,0.75,0.505,0.49125
stock_technical,TreeGain,0.875,0.50125,0.49125
stock_technical,TreeGain,1.0,0.50125,0.49125
stock_technical,PDP-var,0.0,0.5575,0.46625
stock_technical,PDP-var,0.125,0.5575,0.46625
stock_technical,PDP-var,0.25,0.5575,0.46625
stock_technical,PDP-var,0.375,0.5575,0.46625
stock_technical,PDP-var,0.5,0.49125,0.49375
stock_technical,PDP-var,0.625,0.50875,0.525
stock_technical,PDP-var,0.75,0.50875,0.525
stock_technical,PDP-var,0.875,0.50125,0.49125
stock_technical,PDP-var,1.0,0.50125,0.49125
stock_technical,MI(pred),0.0,0.525,0.50875
stock_technical,MI(pred),0.125,0.525,0.50875
stock_technical,MI(pred),0.25,0.525,0.50875
stock_technical,MI(pred),0.375,0.525,0.50875
stock_technical,MI(pred),0.5,0.49375,0.49125
stock_technical,MI(pred),0.625,0.5225,0.49875
stock_technical,MI(pred),0.75,0.5225,0.49875
stock_technical,MI(pred),0.875,0.5225,0.49875
stock_technical,MI(pred),1.0,0.50125,0.49125
stock_technical,MI(label),0.0,0.49125,0.505
stock_technical,MI(label),0.125,0.49125,0.505
stock_technical,MI(label),0.25,0.49125,0.505
stock_technical,MI(label),0.375,0.49125,0.505
stock_technical,MI(label),0.5,0.52,0.47
stock_technical,MI(label),0.625,0.52,0.47
stock_technical,MI(label),0.75,0.52,0.47
stock_technical,MI(label),0.875,0.5225,0.49875
stock_technical,MI(label),1.0,0.50125,0.49125
stock_technical,Surrogate-LR,0.0,0.49125,0.50125
stock_technical,Surrogate-LR,0.125,0.49125,0.50125
stock_technical,Surrogate-LR,0.25,0.49125,0.50125
stock_technical,Surrogate-LR,0.375,0.49125,0.50125
stock_technical,Surrogate-LR,0.5,0.5575,0.46625
stock_technical,Surrogate-LR,0.625,0.52,0.47
stock_technical,Surrogate-LR,0.75,0.52,0.47
stock_technical,Surrogate-LR,0.875,0.50875,0.525
stock_technical,Surrogate-LR,1.0,0.50125,0.49125
sensor_fusion,ExCIR,0.0,0.725,0.9083333333333333
sensor_fusion,ExCIR,0.125,0.8583333333333333,0.805
sensor_fusion,ExCIR,0.25,0.9366666666666666,0.445
sensor_fusion,ExCIR,0.375,0.935,0.47333333333333333
sensor_fusion,ExCIR,0.5,0.935,0.46
sensor_fusion,ExCIR,0.625,0.935,0.47
sensor_fusion,ExCIR,0.75,0.9283333333333333,0.51
sensor_fusion,ExCIR,0.875,0.9366666666666666,0.5216666666666666
sensor_fusion,ExCIR,1.0,0.9383333333333334,0.49166666666666664
sensor_fusion,TreeGain,0.0,0.7333333333333333,0.92
sensor_fusion,TreeGain,0.125,0.9233333333333333,0.8066666666666666
sensor_fusion,TreeGain,0.25,0.9366666666666666,0.445
sensor_fusion,TreeGain,0.375,0.9383333333333334,0.455
sensor_fusion,TreeGain,0.5,0.9416666666666667,0.4683333333333333
sensor_fusion,TreeGain,0.625,0.9416666666666667,0.45166666666666666
sensor_fusion,TreeGain,0.75,0.935,0.47833333333333333
sensor_fusion,TreeGain,0.875,0.9333333333333333,0.48333333333333334
sensor_fusion,TreeGain,1.0,0.9383333333333334,0.49166666666666664
sensor_fusion,PDP-var,0.0,0.7333333333333333,0.92
sensor_fusion,PDP-var,0.125,0.9233333333333333,0.8066666666666666
sensor_fusion,PDP-var,0.25,0.9366666666666666,0.445
sensor_fusion,PDP-var,0.375,0.9366666666666666,0.4533333333333333
sensor_fusion,PDP-var,0.5,0.93,0.48
sensor_fusion,PDP-var,0.625,0.9416666666666667,0.4816666666666667
sensor_fusion,PDP-var,0.75,0.94,0.49
sensor_fusion,PDP-var,0.875,0.935,0.48833333333333334
sensor_fusion,PDP-var,1.0,0.9383333333333334,0.49166666666666664
sensor_fusion,MI(pred),0.0,0.7333333333333333,0.92
sensor_fusion,MI(pred),0.125,0.9233333333333333,0.8066666666666666
sensor_fusion,MI(pred),0.25,0.9366666666666666,0.445
sensor_fusion,MI(pred),0.375,0.9383333333333334,0.44333333333333336
sensor_fusion,MI(pred),0.5,0.9333333333333333,0.4716666666666667
sensor_fusion,MI(pred),0.625,0.9366666666666666,0.47333333333333333
sensor_fusion,MI(pred),0.75,0.935,0.4533333333333333
sensor_fusion,MI(pred),0.875,0.9383333333333334,0.4583333333333333
sensor_fusion,MI(pred),1.0,0.9383333333333334,0.49166666666666664
sensor_fusion,MI(label),0.0,0.7333333333333333,0.92
sensor_fusion,MI(label),0.125,0.9233333333333333,0.8066666666666666
sensor_fusion,MI(label),0.25,0.9366666666666666,0.445
sensor_fusion,MI(label),0.375,0.9383333333333334,0.44333333333333336
sensor_fusion,MI(label),0.5,0.9416666666666667,0.42833333333333334
sensor_fusion,MI(label),0.625,0.935,0.465
sensor_fusion,MI(label),0.75,0.9383333333333334,0.475
sensor_fusion,MI(label),0.875,0.9433333333333334,0.4766666666666667
sensor_fusion,MI(label),1.0,0.9383333333333334,0.49166666666666664
sensor_fusion,Surrogate-LR,0.0,0.72,0.8833333333333333
sensor_fusion,Surrogate-LR,0.125,0.9233333333333333,0.8066666666666666
sensor_fusion,Surrogate-LR,0.25,0.9366666666666666,0.6833333333333333
sensor_fusion,Surrogate-LR,0.375,0.935,0.6833333333333333
sensor_fusion,Surrogate-LR,0.5,0.9366666666666666,0.4716666666666667
sensor_fusion,Surrogate-LR,0.625,0.94,0.4716666666666667
sensor_fusion,Surrogate-LR,0.75,0.935,0.48
sensor_fusion,Surrogate-LR,0.875,0.9333333333333333,0.49166666666666664
sensor_fusion,Surrogate-LR,1.0,0.9383333333333334,0.49166666666666664
gene_expression,ExCIR,0.0,0.4875,0.475
gene_expression,ExCIR,0.125,0.5125,0.48125
gene_expression,ExCIR,0.25,0.53125,0.45
gene_expression,ExCIR,0.375,0.4875,0.4875
gene_expression,ExCIR,0.5,0.50625,0.48125
gene_expression,ExCIR,0.625,0.475,0.4625
gene_expression,ExCIR,0.75,0.49375,0.45625
gene_expression,ExCIR,0.875,0.5125,0.4875
gene_expression,ExCIR,1.0,0.48125,0.4875
