dataset,repeat_idx,cir,jaccard@8,precision@8,spearman
digits8x8,12,0.005974720373337801,0.45454545454541323,0.625,0.7413165475024257
digits8x8,13,0.004846535885819646,0.45454545454541323,0.625,0.7807899307032837
digits8x8,14,0.0062740105230258796,0.45454545454541323,0.625,0.7867658895289358
california,0,7.359181767249359e-06,0.999999999999875,1.0,1.0
california,1,4.284520834415266e-06,0.999999999999875,1.0,1.0
california,2,7.215705295303317e-06,0.999999999999875,1.0,1.0
california,3,4.86581339354641e-06,0.999999999999875,1.0,1.0
california,4,9.023483120362434e-06,0.999999999999875,1.0,1.0
california,5,5.805622300180828e-06,0.999999999999875,1.0,1.0
california,6,6.306955585335514e-06,0.999999999999875,1.0,1.0
california,7,5.415691214728874e-06,0.999999999999875,1.0,1.0
california,8,6.365866790312804e-06,0.999999999999875,1.0,1.0
california,9,6.540257863142593e-06,0.999999999999875,1.0,1.0
california,10,6.726772038150486e-06,0.999999999999875,1.0,1.0
california,11,5.600997415884157e-06,0.999999999999875,1.0,1.0
california,12,2.3857796758712583e-06,0.999999999999875,1.0,1.0
california,13,3.210082847071708e-06,0.999999999999875,1.0,1.0
california,14,6.392114774170967e-06,0.999999999999875,1.0,1.0
diabetes,0,3.0955633926548017e-07,0.999999999999875,1.0,0.9999999999999999
diabetes,1,1.5186858274006562e-06,0.999999999999875,1.0,0.9999999999999999
diabetes,2,1.9611666182985675e-06,0.999999999999875,1.0,0.9999999999999999
diabetes,3,3.316738555661333e-08,0.999999999999875,1.0,0.9999999999999999
diabetes,4,2.1876551260601267e-08,0.999999999999875,1.0,0.9999999999999999
diabetes,5,1.2759184895519154e-06,0.999999999999875,1.0,0.9999999999999999
diabetes,6,3.6609947422035967e-07,0.999999999999875,1.0,0.9999999999999999
diabetes,7,9.409478311775482e-07,0.999999999999875,1.0,0.9999999999999999
diabetes,8,1.192676085892817e-10,0.999999999999875,1.0,0.9999999999999999
diabetes,9,4.097004772576855e-08,0.999999999999875,1.0,0.9999999999999999
diabetes,10,8.401924248601956e-08,0.999999999999875,1.0,0.9999999999999999
diabetes,11,9.639040732186431e-08,0.999999999999875,1.0,0.9999999999999999
diabetes,12,1.2917508550527295e-06,0.999999999999875,1.0,0.9999999999999999
diabetes,13,6.138057455132883e-07,0.999999999999875,1.0,0.9999999999999999
diabetes,14,3.6885233474477714e-07,0.999999999999875,1.0,0.9999999999999999
iris,0,0.0003485878269675364,0.99999999999975,1.0,0.7999999999999999
iris,1,0.00045596717465221147,0.99999999999975,1.0,0.7999999999999999
iris,2,0.00041582647435799543,0.99999999999975,1.0,0.7999999999999999
iris,3,0.0005107042877156826,0.99999999999975,1.0,0.7999999999999999
iris,4,0.0006012137569404013,0.99999999999975,1.0,0.7999999999999999
iris,5,0.0004237229773112595,0.99999999999975,1.0,0.7999999999999999
iris,6,0.0005221624858449718,0.99999999999975,1.0,0.7999999999999999
iris,7,0.00046384060415728467,0.99999999999975,1.0,0.7999999999999999
iris,8,0.00038077990211962415,0.99999999999975,1.0,0.7999999999999999
iris,9,0.0004989609118411058,0.99999999999975,1.0,0.7999999999999999
iris,10,0.0005064366699884621,0.99999999999975,1.0,0.7999999999999999
iris,11,0.0005007085318901624,0.99999999999975,1.0,0.7999999999999999
iris,12,0.000541184270995884,0.99999999999975,1.0,0.7999999999999999
iris,13,0.0004957652871229893,0.99999999999975,1.0,0.7999999999999999
iris,14,0.0003184431789742285,0.99999999999975,1.0,0.7999999999999999
wine,0,1.166715410910658e-06,0.999999999999875,1.0,1.0
wine,1,6.589085057782017e-09,0.999999999999875,1.0,1.0
wine,2,4.396515623395084e-07,0.999999999999875,1.0,1.0
wine,3,2.430784676080839e-06,0.999999999999875,1.0,1.0
wine,4,1.3830427727963853e-06,0.999999999999875,1.0,1.0
wine,5,7.810814217532581e-07,0.999999999999875,1.0,1.0
wine,6,2.4570310359046117e-06,0.999999999999875,1.0,1.0
wine,7,2.0012112087517438e-07,0.999999999999875,1.0,1.0
wine,8,1.273435404601325e-07,0.999999999999875,1.0,1.0
wine,9,1.3448771922624603e-09,0.999999999999875,1.0,1.0
wine,10,1.2676530283527041e-06,0.999999999999875,1.0,1.0
wine,11,1.1853675637115952e-06,0.999999999999875,1.0,1.0
wine,12,4.138922996891498e-08,0.999999999999875,1.0,1.0
wine,13,2.621391018639865e-08,0.999999999999875,1.0,1.0
wine,14,3.353495015420723e-07,0.999999999999875,1.0,1.0
synthetic_clf,0,1.7507365982052013e-09,0.999999999999875,1.0,0.9988271445345378
synthetic_clf,1,2.876820971668813e-08,0.999999999999875,1.0,0.9995777896408107
synthetic_clf,2,8.572174329398021e-08,0.999999999999875,1.0,0.9995777896408107
synthetic_clf,3,1.1048911694822836e-08,0.999999999999875,1.0,0.9995777896408107
synthetic_clf,4,1.4288705220822929e-09,0.999999999999875,1.0,0.999014805811106
synthetic_clf,5,1.018847267553172e-07,0.999999999999875,1.0,0.9995777896408107
synthetic_clf,6,4.2967672134144395e-08,0.999999999999875,1.0,0.9993901283642425
synthetic_clf,7,4.17130746591141e-09,0.999999999999875,1.0,0.9997654509173789
synthetic_clf,8,2.7719176637841602e-08,0.999999999999875,1.0,0.9997654509173789
synthetic_clf,9,5.482388505898622e-10,0.999999999999875,1.0,0.9997654509173789
synthetic_clf,10,4.436542908099238e-09,0.999999999999875,1.0,0.9997654509173789
synthetic_clf,11,1.7095887264778054e-07,0.999999999999875,1.0,0.9993901283642425
synthetic_clf,12,2.2821151909568055e-08,0.999999999999875,1.0,0.9997654509173789
synthetic_clf,13,1.131334205543874e-08,0.999999999999875,1.0,0.9997654509173789
synthetic_clf,14,1.4609096251063363e-08,0.999999999999875,1.0,0.9995777896408107
synthetic_reg,0,1.856744535615618e-08,0.999999999999875,1.0,0.9998123827392121
synthetic_reg,1,2.3921796855999676e-08,0.999999999999875,1.0,0.9996247654784242
synthetic_reg,2,8.175693564445095e-09,0.999999999999875,1.0,1.0
synthetic_reg,3,5.8880222031449565e-08,0.999999999999875,1.0,0.9990619136960602
synthetic_reg,4,6.31761579594673e-10,0.999999999999875,1.0,0.9998123827392121
synthetic_reg,5,3.792911670492837e-10,0.999999999999875,1.0,0.9994371482176362
synthetic_reg,6,4.811420219764844e-09,0.999999999999875,1.0,0.9998123827392121
synthetic_reg,7,1.3270893667256931e-09,0.999999999999875,1.0,0.9998123827392121
synthetic_reg,8,5.85894456500636e-08,0.999999999999875,1.0,0.9998123827392121
synthetic_reg,9,1.1942133241199063e-11,0.999999999999875,1.0,0.9998123827392121
synthetic_reg,10,8.125080608741211e-08,0.999999999999875,1.0,0.9996247654784242
synthetic_reg,11,4.1129439723422407e-08,0.999999999999875,1.0,0.9994371482176362
synthetic_reg,12,2.85683356049719e-07,0.999999999999875,1.0,0.998874296435272
synthetic_reg,13,8.150882522567806e-10,0.999999999999875,1.0,0.998874296435272
synthetic_reg,14,3.125461292800389e-08,0.999999999999875,1.0,0.9990619136960602
ecg_heartbeat,0,1.239747329047988e-08,0.999999999999875,1.0,1.0
ecg_heartbeat,1,1.1751197830664698e-08,0.999999999999875,1.0,1.0
ecg_heartbeat,2,7.675792646654245e-08,0.999999999999875,1.0,1.0
ecg_heartbeat,3,1.0993767659775081e-10,0.999999999999875,1.0,1.0
ecg_heartbeat,4,3.067474252330424e-08,0.999999999999875,1.0,1.0
ecg_heartbeat,5,7.861998408733199e-08,0.999999999999875,1.0,1.0
ecg_heartbeat,6,6.737104614092263e-12,0.999999999999875,1.0,1.0
ecg_heartbeat,7,5.524924512173863e-08,0.999999999999875,1.0,1.0
ecg_heartbeat,8,2.2942335790887212e-08,0.999999999999875,1.0,1.0
ecg_heartbeat,9,3.3196400997427264e-08,0.999999999999875,1.0,1.0
ecg_heartbeat,10,2.2483032748802716e-08,0.999999999999875,1.0,1.0
ecg_heartbeat,11,1.9715023692608292e-08,0.999999999999875,1.0,1.0
ecg_heartbeat,12,9.364411430852092e-08,0.999999999999875,1.0,1.0
ecg_heartbeat,13,5.0327482022617116e-08,0.999999999999875,1.0,1.0
ecg_heartbeat,14,5.58283600707801e-07,0.999999999999875,1.0,1.0
fashion_mnist_features,0,1.3109076787891288e-08,0.999999999999875,1.0,0.9999427760483427
fashion_mnist_features,1,1.2571684673070871e-08,0.999999999999875,1.0,0.999977110419337
fashion_mnist_features,2,1.0947344425302258e-08,0.999999999999875,1.0,0.9999542208386741
fashion_mnist_features,3,8.154522141909666e-09,0.999999999999875,1.0,0.99995994323384
fashion_mnist_features,4,2.258146184327377e-09,0.999999999999875,1.0,0.99995994323384
fashion_mnist_features,5,4.024830632335552e-12,0.999999999999875,1.0,0.9999542208386741
fashion_mnist_features,6,1.1862814140830433e-08,0.999999999999875,1.0,0.9999542208386741
fashion_mnist_features,7,4.4151031224880385e-13,0.999999999999875,1.0,0.9999313312580114
fashion_mnist_features,8,9.784267913354083e-09,0.999999999999875,1.0,0.9999656656290057
fashion_mnist_features,9,2.554390522502811e-10,0.999999999999875,1.0,0.9999427760483427
fashion_mnist_features,10,2.024892253763016e-09,0.999999999999875,1.0,0.99995994323384
fashion_mnist_features,11,9.537193306646328e-09,0.999999999999875,1.0,0.9999370536531771
fashion_mnist_features,12,7.617865707712677e-10,0.999999999999875,1.0,0.9999370536531771
fashion_mnist_features,13,1.8360753625477306e-12,0.999999999999875,1.0,0.9999542208386741
fashion_mnist_features,14,5.174047126902109e-09,0.999999999999875,1.0,0.99995994323384
stock_technical,0,5.076183299442814e-08,0.9999999999997999,1.0,0.9999999999999999
stock_technical,1,6.044432252155634e-07,0.9999999999997999,1.0,0.9999999999999999
stock_technical,2,2.8917154173443184e-08,0.9999999999997999,1.0,0.8999999999999998
stock_technical,3,9.930983120447044e-07,0.9999999999997999,1.0,0.9999999999999999
stock_technical,4,8.297421321976088e-08,0.9999999999997999,1.0,0.8999999999999998
stock_technical,5,1.0272448725300591e-09,0.9999999999997999,1.0,0.9999999999999999
stock_technical,6,9.156489302755833e-08,0.9999999999997999,1.0,0.9999999999999999
stock_technical,7,7.746302550809693e-08,0.9999999999997999,1.0,0.8999999999999998
stock_technical,8,3.2318226805534755e-07,0.9999999999997999,1.0,0.9999999999999999
stock_technical,9,1.018384296322286e-06,0.9999999999997999,1.0,0.8999999999999998
stock_technical,10,1.1669425721677278e-07,0.9999999999997999,1.0,0.8999999999999998
stock_technical,11,5.246087221212472e-07,0.9999999999997999,1.0,0.9999999999999999
stock_technical,12,6.614839091549617e-08,0.9999999999997999,1.0,0.8999999999999998
stock_technical,13,2.6120549319416785e-07,0.9999999999997999,1.0,0.8999999999999998
stock_technical,14,4.7399477635344415e-08,0.9999999999997999,1.0,0.8999999999999998
sensor_fusion,0,1.3902411232215682e-08,0.999999999999875,1.0,0.9999999999999999
sensor_fusion,1,6.2029740631003424e-09,0.999999999999875,1.0,0.9999999999999999
sensor_fusion,2,5.0743924630785135e-08,0.999999999999875,1.0,0.9991304347826085
sensor_fusion,3,9.596127130721406e-10,0.999999999999875,1.0,0.9991304347826085
sensor_fusion,4,1.0403117303358739e-08,0.999999999999875,1.0,0.9999999999999999
sensor_fusion,5,1.7010727462539687e-08,0.999999999999875,1.0,0.9991304347826085
sensor_fusion,6,4.08690793852212e-08,0.999999999999875,1.0,0.9991304347826085
sensor_fusion,7,9.179529487023663e-09,0.999999999999875,1.0,0.9999999999999999
sensor_fusion,8,8.376918861998242e-09,0.999999999999875,1.0,0.9999999999999999
sensor_fusion,9,4.221346544542185e-09,0.999999999999875,1.0,0.9991304347826085
sensor_fusion,10,3.6789756359869907e-10,0.999999999999875,1.0,0.9991304347826085
sensor_fusion,11,1.6337996303989235e-08,0.999999999999875,1.0,0.9991304347826085
sensor_fusion,12,6.154024328166852e-09,0.999999999999875,1.0,0.9982608695652172
sensor_fusion,13,9.431278136008665e-09,0.999999999999875,1.0,0.9991304347826085
sensor_fusion,14,1.0924041979414139e-12,0.999999999999875,1.0,0.9999999999999999
gene_expression,0,8.53411208932118e-09,0.999999999999875,1.0,0.9999365199841299
gene_expression,1,1.960051699229175e-11,0.999999999999875,1.0,0.99993423998356
gene_expression,2,9.93714333463231e-11,0.999999999999875,1.0,0.9999361809840452
gene_expression,3,4.8246794512669274e-08,0.7777777777776913,0.875,0.9999371784842946
gene_expression,4,2.7809626962658262e-09,0.7777777777776913,0.875,0.9999335949833987
gene_expression,5,1.3598426797777132e-08,0.999999999999875,1.0,0.999933723983431
gene_expression,6,1.1898815276527676e-10,0.999999999999875,1.0,0.9999341229835307
gene_expression,7,3.853560837775766e-09,0.999999999999875,1.0,0.9999339609834903
gene_expression,8,1.1773775607508576e-11,0.7777777777776913,0.875,0.9999366129841532
gene_expression,9,3.6305065901125396e-09,0.999999999999875,1.0,0.9999303519825881
gene_expression,10,1.0731688201040452e-08,0.999999999999875,1.0,0.9999359799839949
gene_expression,11,4.0136090656652384e-08,0.999999999999875,1.0,0.9999341934835483
gene_expression,12,4.47310390986958e-09,0.7777777777776913,0.875,0.9999379329844832
gene_expression,13,6.992359983009669e-09,0.7777777777776913,0.875,0.9999368709842178
gene_expression,14,2.7904767455679604e-08,0.999999999999875,1.0,0.9999324249831062
network_topology,0,2.0711899313789364e-05,0.9999999999997999,1.0,0.9999999999999999
network_topology,1,1.7652387416802713e-05,0.9999999999997999,1.0,0.9999999999999999
network_topology,2,1.4886993447486875e-05,0.9999999999997999,1.0,0.9999999999999999
network_topology,3,1.8794946426447344e-05,0.9999999999997999,1.0,0.9999999999999999
network_topology,4,1.8139489310547498e-05,0.9999999999997999,1.0,0.9999999999999999
network_topology,5,1.2774263102581276e-05,0.9999999999997999,1.0,0.9999999999999999
network_topology,6,1.825599729170874e-05,0.9999999999997999,1.0,0.9999999999999999
network_topology,7,1.81916095160882e-05,0.9999999999997999,1.0,0.9999999999999999
network_topology,8,1.6937422063526636e-05,0.9999999999997999,1.0,0.9999999999999999
network_topology,9,1.6566593630741653e-05,0.9999999999997999,1.0,0.9999999999999999
network_topology,10,1.9915247735593224e-05,0.9999999999997999,1.0,0.9999999999999999
network_topology,11,1.7029624111531812e-05,0.9999999999997999,1.0,0.9999999999999999
network_topology,12,1.1324411248837427e-05,0.9999999999997999,1.0,0.9999999999999999
network_topology,13,1.5036539849080796e-05,0.9999999999997999,1.0,0.9999999999999999
network_topology,14,2.3070060792807757e-05,0.9999999999997999,1.0,0.9999999999999999
audio_mfcc,0,2.5079814905942772e-09,0.999999999999875,1.0,1.0
audio_mfcc,1,2.281871302253522e-07,0.999999999999875,1.0,0.993984962406015
audio_mfcc,2,3.5852772066163002e-06,0.999999999999875,1.0,0.9954887218045112
audio_mfcc,3,8.716084985049083e-07,0.999999999999875,1.0,0.9954887218045112
audio_mfcc,4,1.1132334179592767e-07,0.999999999999875,1.0,0.9969924812030074
audio_mfcc,5,2.3645414120984344e-06,0.999999999999875,1.0,0.9984962406015038
audio_mfcc,6,3.991559304346079e-07,0.999999999999875,1.0,0.9954887218045112
audio_mfcc,7,1.4736344767034222e-07,0.999999999999875,1.0,0.9984962406015038
audio_mfcc,8,1.8343859854072e-06,0.999999999999875,1.0,1.0
audio_mfcc,9,2.2636631323736812e-07,0.999999999999875,1.0,1.0
audio_mfcc,10,7.885239636694929e-07,0.999999999999875,1.0,0.9984962406015038
audio_mfcc,11,2.185567354707636e-06,0.999999999999875,1.0,0.9969924812030074
audio_mfcc,12,1.4471579067280917e-07,0.999999999999875,1.0,0.9984962406015038
audio_mfcc,13,2.4315248295002493e-06,0.999999999999875,1.0,0.9954887218045112
audio_mfcc,14,9.067007133819296e-08,0.999999999999875,1.0,0.9984962406015038
weather_station,0,3.88766188867211e-09,0.9999999999997999,1.0,0.9999999999999999
weather_station,1,2.2209232838815219e-07,0.9999999999997999,1.0,0.9999999999999999
weather_station,2,3.259340054919594e-07,0.9999999999997999,1.0,0.9999999999999999
weather_station,3,5.262967616610315e-09,0.9999999999997999,1.0,0.9999999999999999
weather_station,4,9.615552064470298e-08,0.9999999999997999,1.0,0.9999999999999999
weather_station,5,4.1942705111967e-08,0.9999999999997999,1.0,0.9999999999999999
weather_station,6,4.7284168346188125e-08,0.9999999999997999,1.0,0.9999999999999999
weather_station,7,1.3932227690799627e-07,0.9999999999997999,1.0,0.9999999999999999
weather_station,8,7.77836564729236e-08,0.9999999999997999,1.0,0.9999999999999999
weather_station,9,4.2193981263340907e-10,0.9999999999997999,1.0,0.9999999999999999
weather_station,10,1.216136439373317e-12,0.9999999999997999,1.0,0.9999999999999999
weather_station,11,5.5965918029164694e-08,0.9999999999997999,1.0,0.9999999999999999
weather_station,12,2.3603213810886663e-07,0.9999999999997999,1.0,0.9999999999999999
weather_station,13,1.7146215591461117e-09,0.9999999999997999,1.0,0.9999999999999999
weather_station,14,2.392312883813145e-09,0.9999999999997999,1.0,0.9999999999999999
eeg_signals,0,1.277754244560796e-09,0.999999999999875,1.0,1.0
eeg_signals,1,4.928799265821885e-09,0.999999999999875,1.0,1.0
eeg_signals,2,2.9391646282259372e-09,0.999999999999875,1.0,0.9996334310850439
eeg_signals,3,5.551721163454736e-09,0.999999999999875,1.0,0.9996334310850439
eeg_signals,4,3.335439491289458e-08,0.999999999999875,1.0,1.0
eeg_signals,5,1.902166658121233e-08,0.999999999999875,1.0,1.0
eeg_signals,6,2.4988715756360586e-08,0.999999999999875,1.0,0.999266862170088
eeg_signals,7,8.581836905284325e-10,0.999999999999875,1.0,0.9996334310850439
eeg_signals,8,1.464386614582627e-08,0.999999999999875,1.0,0.9996334310850439
eeg_signals,9,7.379857277151235e-10,0.999999999999875,1.0,1.0
eeg_signals,10,2.2875075914719537e-09,0.999999999999875,1.0,0.9996334310850439
eeg_signals,11,1.4626712544742605e-09,0.999999999999875,1.0,0.9989002932551319
eeg_signals,12,7.234018741096203e-08,0.999999999999875,1.0,1.0
eeg_signals,13,4.082307143327563e-10,0.999999999999875,1.0,1.0
eeg_signals,14,1.2803086217251305e-07,0.999999999999875,1.0,0.999266862170088
satellite_ndvi,0,3.055979690639743e-08,0.999999999999875,1.0,0.9761904761904763
satellite_ndvi,1,1.3096007216209073e-08,0.999999999999875,1.0,1.0
satellite_ndvi,2,9.704860667614672e-10,0.999999999999875,1.0,1.0
satellite_ndvi,3,2.2304054469973331e-07,0.999999999999875,1.0,0.9761904761904763
satellite_ndvi,4,3.023729595196002e-08,0.999999999999875,1.0,0.9761904761904763
satellite_ndvi,5,7.734825122607931e-09,0.999999999999875,1.0,1.0
satellite_ndvi,6,9.659387700913398e-08,0.999999999999875,1.0,1.0
satellite_ndvi,7,1.5068547622729516e-07,0.999999999999875,1.0,0.9761904761904763
satellite_ndvi,8,4.338553653201071e-08,0.999999999999875,1.0,1.0
