dataset,repeat_idx,cir,jaccard@8,precision@8,spearman
satellite_ndvi,9,6.430401359948976e-08,0.999999999999875,1.0,1.0
satellite_ndvi,10,1.1452763707475326e-07,0.999999999999875,1.0,1.0
satellite_ndvi,11,2.871082852436431e-08,0.999999999999875,1.0,1.0
satellite_ndvi,12,2.2861114875794124e-10,0.999999999999875,1.0,0.9761904761904763
satellite_ndvi,13,3.54458857493953e-08,0.999999999999875,1.0,1.0
satellite_ndvi,14,5.8255629570800356e-08,0.999999999999875,1.0,1.0
industrial_process,0,1.1322473611783662e-08,0.99999999999975,1.0,1.0
industrial_process,1,9.238462851235754e-10,0.99999999999975,1.0,1.0
industrial_process,2,3.799861695977745e-09,0.99999999999975,1.0,1.0
industrial_process,3,1.696060947074565e-08,0.99999999999975,1.0,1.0
industrial_process,4,1.5485965470519967e-09,0.99999999999975,1.0,1.0
industrial_process,5,7.1794106448077024e-09,0.99999999999975,1.0,1.0
industrial_process,6,6.236099036727536e-09,0.99999999999975,1.0,1.0
industrial_process,7,2.4412694580232978e-08,0.99999999999975,1.0,1.0
industrial_process,8,1.703392806811382e-07,0.99999999999975,1.0,1.0
industrial_process,9,6.698383162342663e-10,0.99999999999975,1.0,1.0
industrial_process,10,6.495130310898913e-08,0.99999999999975,1.0,1.0
industrial_process,11,2.5402882840066586e-08,0.99999999999975,1.0,1.0
industrial_process,12,2.687237493584408e-09,0.99999999999975,1.0,1.0
industrial_process,13,3.400564386285236e-08,0.99999999999975,1.0,1.0
industrial_process,14,5.600821702468163e-10,0.99999999999975,1.0,1.0
social_network,0,0.00016718557671453077,0.9999999999997999,1.0,0.9999999999999999
social_network,1,0.00021523038849964246,0.9999999999997999,1.0,0.9999999999999999
social_network,2,8.926681021719277e-05,0.9999999999997999,1.0,0.9999999999999999
social_network,3,0.00013420368463097407,0.9999999999997999,1.0,0.9999999999999999
social_network,4,0.0001697629186666394,0.9999999999997999,1.0,0.9999999999999999
social_network,5,0.00014757603188696685,0.9999999999997999,1.0,0.9999999999999999
social_network,6,0.00015829551856506,0.9999999999997999,1.0,0.9999999999999999
social_network,7,9.351632482805629e-05,0.9999999999997999,1.0,0.9999999999999999
social_network,8,9.03808728222217e-05,0.9999999999997999,1.0,0.9999999999999999
social_network,9,0.0002044551558901348,0.9999999999997999,1.0,0.9999999999999999
social_network,10,0.00012588226221260543,0.9999999999997999,1.0,0.9999999999999999
social_network,11,0.00015804050775390364,0.9999999999997999,1.0,0.9999999999999999
social_network,12,0.00015338090832809834,0.9999999999997999,1.0,0.9999999999999999
social_network,13,0.00012166001537263717,0.9999999999997999,1.0,0.9999999999999999
social_network,14,0.00015140956237475467,0.9999999999997999,1.0,0.9999999999999999
breast_cancer,0,2.263452726699436e-09,0.999999999999875,1.0,1.0
breast_cancer,1,1.3580771503973526e-09,0.999999999999875,1.0,0.9991101223581758
breast_cancer,2,2.428635498581069e-11,0.999999999999875,1.0,0.9995550611790878
breast_cancer,3,4.9039741233227605e-08,0.999999999999875,1.0,0.9995550611790878
breast_cancer,4,5.982515088440557e-09,0.999999999999875,1.0,0.9995550611790878
breast_cancer,5,3.285970268172203e-08,0.999999999999875,1.0,1.0
breast_cancer,6,1.2931047509069367e-10,0.999999999999875,1.0,1.0
breast_cancer,7,5.02779527124471e-08,0.999999999999875,1.0,1.0
breast_cancer,8,2.6476789987706437e-08,0.999999999999875,1.0,0.9995550611790878
breast_cancer,9,5.122572728146359e-08,0.999999999999875,1.0,1.0
breast_cancer,10,1.8546938900768043e-07,0.999999999999875,1.0,1.0
breast_cancer,11,2.15646591523002e-08,0.999999999999875,1.0,0.9991101223581758
breast_cancer,12,3.3292501464378014e-08,0.999999999999875,1.0,0.9995550611790878
breast_cancer,13,2.4870912925803294e-07,0.999999999999875,1.0,1.0
breast_cancer,14,3.0765039326527005e-07,0.999999999999875,1.0,1.0
retail_demand,0,0.00022540423168268355,0.99999999999975,1.0,1.0
retail_demand,1,0.00022466113900721565,0.99999999999975,1.0,1.0
retail_demand,2,0.00022663523148871943,0.99999999999975,1.0,1.0
retail_demand,3,0.00022641199647562365,0.99999999999975,1.0,1.0
retail_demand,4,0.00023728323588825058,0.99999999999975,1.0,1.0
retail_demand,5,0.00022413271316337093,0.99999999999975,1.0,1.0
retail_demand,6,0.0002272210643282595,0.99999999999975,1.0,1.0
retail_demand,7,0.00022629741655606612,0.99999999999975,1.0,1.0
retail_demand,8,0.00022364433710855152,0.99999999999975,1.0,1.0
retail_demand,9,0.00022866189364718412,0.99999999999975,1.0,1.0
retail_demand,10,0.00023174810470095273,0.99999999999975,1.0,1.0
retail_demand,11,0.0002217005696458267,0.99999999999975,1.0,1.0
retail_demand,12,0.00023421733406785896,0.99999999999975,1.0,1.0
retail_demand,13,0.0002339762236262355,0.99999999999975,1.0,1.0
retail_demand,14,0.00023727288786881795,0.99999999999975,1.0,1.0
traffic_flow,0,1.5897805074219276e-13,0.9999999999996666,1.0,1.0
traffic_flow,1,7.075287510239061e-08,0.9999999999996666,1.0,1.0
traffic_flow,2,8.442485196156723e-09,0.9999999999996666,1.0,1.0
traffic_flow,3,1.237111359699948e-07,0.9999999999996666,1.0,1.0
traffic_flow,4,1.1219792627559661e-09,0.9999999999996666,1.0,1.0
traffic_flow,5,2.2613644650681918e-08,0.9999999999996666,1.0,1.0
traffic_flow,6,2.1509928703331158e-07,0.9999999999996666,1.0,1.0
traffic_flow,7,4.638119150193006e-07,0.9999999999996666,1.0,1.0
traffic_flow,8,1.261483135595498e-08,0.9999999999996666,1.0,1.0
traffic_flow,9,2.939022518945334e-07,0.9999999999996666,1.0,1.0
traffic_flow,10,1.8827152197380621e-07,0.9999999999996666,1.0,1.0
traffic_flow,11,2.501286657160856e-09,0.9999999999996666,1.0,1.0
traffic_flow,12,3.7420060089265275e-08,0.9999999999996666,1.0,1.0
traffic_flow,13,3.785931343607078e-07,0.9999999999996666,1.0,1.0
traffic_flow,14,6.67392288835087e-09,0.9999999999996666,1.0,1.0
energy_consumption,0,2.6529266433093073e-07,0.99999999999975,1.0,1.0
energy_consumption,1,4.10136698727258e-09,0.99999999999975,1.0,1.0
energy_consumption,2,2.3715703362620284e-08,0.99999999999975,1.0,1.0
energy_consumption,3,2.162797876762051e-08,0.99999999999975,1.0,1.0
energy_consumption,4,8.741814214388642e-08,0.99999999999975,1.0,1.0
energy_consumption,5,8.234379483287162e-10,0.99999999999975,1.0,1.0
energy_consumption,6,6.636630203498055e-08,0.99999999999975,1.0,1.0
energy_consumption,7,2.9287758535044134e-07,0.99999999999975,1.0,1.0
energy_consumption,8,5.1849794005541354e-08,0.99999999999975,1.0,1.0
energy_consumption,9,2.4037125622546384e-07,0.99999999999975,1.0,1.0
energy_consumption,10,3.3551208162856325e-08,0.99999999999975,1.0,1.0
energy_consumption,11,1.795891276351297e-07,0.99999999999975,1.0,1.0
energy_consumption,12,2.769631422838341e-07,0.99999999999975,1.0,1.0
energy_consumption,13,9.774053223776108e-09,0.99999999999975,1.0,1.0
energy_consumption,14,2.680452400431383e-07,0.99999999999975,1.0,1.0
